sample_id,cdr_label,cdr_description,language,script,topic,transcript,content_to_synthesize,target_duration_sec,chinese_char_count,speaker_id,speaker_gender,speaker_age_group,speaker_prompt_audio_filename,speaker_prompt_text_transcription,output_audio_filename,hesitation_count,repetition_count,self_correction_count,word_finding_difficulty_count,topic_drift_score,temporal_disorganization_score,sentence_fragment_ratio,information_density_score,coherence_score,target_pause_density,target_speech_rate,biomarker_notes,breezyvoice_ready,quality_warnings
tw_md_cdr0_5_0051,0.5,very mild cognitive impairment style speech,Taiwanese Mandarin,Traditional Chinese,去便利商店或全聯買東西,今天早上我起來以後，嗯……先去刷牙，還是先去客廳，我想一下。後來我去早餐店買東西，買了蛋餅，還有那個，豆漿。回家的時候我本來要去市場，走到門口才想起來袋子忘了拿。,今天早上我起來以後，嗯……先去刷牙，還是先去客廳，我想一下。後來我去早餐店買東西，買了蛋餅，還有那個，豆漿。回家的時候我本來要去市場，走到門口才想起來袋子忘了拿。,20,69,speaker_m_01,male,adult,speaker_m_01.wav,我今天搭公車去附近的診所，路上人有一點多。,tw_md_cdr0_5_0051.wav,4,2,0,1,0.17,0.13,0.17,0.77,0.69,low,slightly_slow,Dry-run example only. Replace with Qwen output for final dataset.,yes,
tw_md_cdr2_0061,2,moderate dementia style speech,Taiwanese Mandarin,Traditional Chinese,去診所或醫院拿藥,我早上，嗯……早上有出去，去那個地方，買東西。買菜，還是買飯，我有點忘記。那個袋子，袋子我一直找，後來又在桌上。然後我好像有搭公車，可是又好像沒有，反正就是去那邊。,我早上，嗯……早上有出去，去那個地方，買東西。買菜，還是買飯，我有點忘記。那個袋子，袋子我一直找，後來又在桌上。然後我好像有搭公車，可是又好像沒有，反正就是去那邊。,20,67,speaker_m_01,male,adult,speaker_m_01.wav,我今天搭公車去附近的診所，路上人有一點多。,tw_md_cdr2_0061.wav,10,6,5,4,0.59,0.72,0.39,0.43,0.39,high,very_slow,Dry-run example only. Replace with Qwen output for final dataset.,yes,
tw_md_cdr1_0158,1,mild dementia style speech,Taiwanese Mandarin,Traditional Chinese,描述一次出門經驗,昨天我好像有去市場，嗯……應該是早上去的。我本來要買青菜，然後又想說要買豆腐，可是走到那邊我忘記要買什麼。後來我又回去問家人，才想起來是要買晚餐的東西。,昨天我好像有去市場，嗯……應該是早上去的。我本來要買青菜，然後又想說要買豆腐，可是走到那邊我忘記要買什麼。後來我又回去問家人，才想起來是要買晚餐的東西。,19,67,speaker_m_02,male,older_adult,speaker_m_02.wav,今天下午我在家裡看電視，晚一點要去便利商店買牛奶。,tw_md_cdr1_0158.wav,7,2,1,3,0.27,0.27,0.21,0.6,0.68,medium,slow,Dry-run example only. Replace with Qwen output for final dataset.,yes,
tw_md_cdr1_0079,1,mild dementia style speech,Taiwanese Mandarin,Traditional Chinese,去菜市場買菜,昨天我好像有去市場，嗯……應該是早上去的。我本來要買青菜，然後又想說要買豆腐，可是走到那邊我忘記要買什麼。後來我又回去問家人，才想起來是要買晚餐的東西。,昨天我好像有去市場，嗯……應該是早上去的。我本來要買青菜，然後又想說要買豆腐，可是走到那邊我忘記要買什麼。後來我又回去問家人，才想起來是要買晚餐的東西。,19,67,speaker_f_01,female,adult,speaker_f_01.wav,今天天氣不錯，我早上去市場買了一些青菜和水果。,tw_md_cdr1_0079.wav,4,2,2,4,0.34,0.44,0.31,0.51,0.67,medium,slow,Dry-run example only. Replace with Qwen output for final dataset.,yes,
tw_md_cdr1_0005,1,mild dementia style speech,Taiwanese Mandarin,Traditional Chinese,昨天做了什麼事情,昨天我好像有去市場，嗯……應該是早上去的。我本來要買青菜，然後又想說要買豆腐，可是走到那邊我忘記要買什麼。後來我又回去問家人，才想起來是要買晚餐的東西。,昨天我好像有去市場，嗯……應該是早上去的。我本來要買青菜，然後又想說要買豆腐，可是走到那邊我忘記要買什麼。後來我又回去問家人，才想起來是要買晚餐的東西。,19,67,speaker_f_02,female,older_adult,speaker_f_02.wav,吃完早餐以後，我整理了一下客廳，然後準備出門買東西。,tw_md_cdr1_0005.wav,5,3,2,3,0.35,0.36,0.26,0.6,0.65,medium,slow,Dry-run example only. Replace with Qwen output for final dataset.,yes,
tw_md_cdr1_0174,1,mild dementia style speech,Taiwanese Mandarin,Traditional Chinese,和朋友聊天,昨天我好像有去市場，嗯……應該是早上去的。我本來要買青菜，然後又想說要買豆腐，可是走到那邊我忘記要買什麼。後來我又回去問家人，才想起來是要買晚餐的東西。,昨天我好像有去市場，嗯……應該是早上去的。我本來要買青菜，然後又想說要買豆腐，可是走到那邊我忘記要買什麼。後來我又回去問家人，才想起來是要買晚餐的東西。,19,67,speaker_m_02,male,older_adult,speaker_m_02.wav,今天下午我在家裡看電視，晚一點要去便利商店買牛奶。,tw_md_cdr1_0174.wav,4,4,3,4,0.39,0.41,0.22,0.6,0.69,medium,slow,Dry-run example only. Replace with Qwen output for final dataset.,yes,
tw_md_cdr0_0155,0,normal healthy speech,Taiwanese Mandarin,Traditional Chinese,和朋友聊天,今天早上我大概七點起床，先刷牙洗臉，然後去早餐店買蛋餅和豆漿。吃完以後我搭公車去菜市場，買了青菜、豆腐和一點水果，回家後就開始準備午餐。,今天早上我大概七點起床，先刷牙洗臉，然後去早餐店買蛋餅和豆漿。吃完以後我搭公車去菜市場，買了青菜、豆腐和一點水果，回家後就開始準備午餐。,16,61,speaker_f_02,female,older_adult,speaker_f_02.wav,吃完早餐以後，我整理了一下客廳，然後準備出門買東西。,tw_md_cdr0_0155.wav,0,1,0,1,0.01,0.03,0.05,0.88,0.83,very_low,normal,Dry-run example only. Replace with Qwen output for final dataset.,yes,
tw_md_cdr0_0139,0,normal healthy speech,Taiwanese Mandarin,Traditional Chinese,和朋友聊天,今天早上我大概七點起床，先刷牙洗臉，然後去早餐店買蛋餅和豆漿。吃完以後我搭公車去菜市場，買了青菜、豆腐和一點水果，回家後就開始準備午餐。,今天早上我大概七點起床，先刷牙洗臉，然後去早餐店買蛋餅和豆漿。吃完以後我搭公車去菜市場，買了青菜、豆腐和一點水果，回家後就開始準備午餐。,16,61,speaker_f_02,female,older_adult,speaker_f_02.wav,吃完早餐以後，我整理了一下客廳，然後準備出門買東西。,tw_md_cdr0_0139.wav,0,0,1,1,0.0,0.04,0.04,0.94,0.87,very_low,normal,Dry-run example only. Replace with Qwen output for final dataset.,yes,
tw_md_cdr0_0213,0,normal healthy speech,Taiwanese Mandarin,Traditional Chinese,說明今天的計畫,今天早上我大概七點起床，先刷牙洗臉，然後去早餐店買蛋餅和豆漿。吃完以後我搭公車去菜市場，買了青菜、豆腐和一點水果，回家後就開始準備午餐。,今天早上我大概七點起床，先刷牙洗臉，然後去早餐店買蛋餅和豆漿。吃完以後我搭公車去菜市場，買了青菜、豆腐和一點水果，回家後就開始準備午餐。,16,61,speaker_f_02,female,older_adult,speaker_f_02.wav,吃完早餐以後，我整理了一下客廳，然後準備出門買東西。,tw_md_cdr0_0213.wav,0,1,1,1,0.02,0.06,0.04,0.8,0.92,very_low,normal,Dry-run example only. Replace with Qwen output for final dataset.,yes,
tw_md_cdr0_0191,0,normal healthy speech,Taiwanese Mandarin,Traditional Chinese,搭公車或捷運出門,今天早上我大概七點起床，先刷牙洗臉，然後去早餐店買蛋餅和豆漿。吃完以後我搭公車去菜市場，買了青菜、豆腐和一點水果，回家後就開始準備午餐。,今天早上我大概七點起床，先刷牙洗臉，然後去早餐店買蛋餅和豆漿。吃完以後我搭公車去菜市場，買了青菜、豆腐和一點水果，回家後就開始準備午餐。,16,61,speaker_m_01,male,adult,speaker_m_01.wav,我今天搭公車去附近的診所，路上人有一點多。,tw_md_cdr0_0191.wav,1,1,0,1,0.02,0.09,0.08,0.76,0.93,very_low,normal,Dry-run example only. Replace with Qwen output for final dataset.,yes,
tw_md_cdr1_0151,1,mild dementia style speech,Taiwanese Mandarin,Traditional Chinese,回憶上週發生的事情,昨天我好像有去市場，嗯……應該是早上去的。我本來要買青菜，然後又想說要買豆腐，可是走到那邊我忘記要買什麼。後來我又回去問家人，才想起來是要買晚餐的東西。,昨天我好像有去市場，嗯……應該是早上去的。我本來要買青菜，然後又想說要買豆腐，可是走到那邊我忘記要買什麼。後來我又回去問家人，才想起來是要買晚餐的東西。,19,67,speaker_m_02,male,older_adult,speaker_m_02.wav,今天下午我在家裡看電視，晚一點要去便利商店買牛奶。,tw_md_cdr1_0151.wav,7,4,1,2,0.45,0.44,0.32,0.45,0.54,medium,slow,Dry-run example only. Replace with Qwen output for final dataset.,yes,
tw_md_cdr0_0006,0,normal healthy speech,Taiwanese Mandarin,Traditional Chinese,去診所或醫院拿藥,今天早上我大概七點起床，先刷牙洗臉，然後去早餐店買蛋餅和豆漿。吃完以後我搭公車去菜市場，買了青菜、豆腐和一點水果，回家後就開始準備午餐。,今天早上我大概七點起床，先刷牙洗臉，然後去早餐店買蛋餅和豆漿。吃完以後我搭公車去菜市場，買了青菜、豆腐和一點水果，回家後就開始準備午餐。,16,61,speaker_f_02,female,older_adult,speaker_f_02.wav,吃完早餐以後，我整理了一下客廳，然後準備出門買東西。,tw_md_cdr0_0006.wav,0,1,1,0,0.07,0.07,0.07,0.77,0.93,very_low,normal,Dry-run example only. Replace with Qwen output for final dataset.,yes,
tw_md_cdr1_0028,1,mild dementia style speech,Taiwanese Mandarin,Traditional Chinese,去便利商店或全聯買東西,昨天我好像有去市場，嗯……應該是早上去的。我本來要買青菜，然後又想說要買豆腐，可是走到那邊我忘記要買什麼。後來我又回去問家人，才想起來是要買晚餐的東西。,昨天我好像有去市場，嗯……應該是早上去的。我本來要買青菜，然後又想說要買豆腐，可是走到那邊我忘記要買什麼。後來我又回去問家人，才想起來是要買晚餐的東西。,19,67,speaker_m_01,male,adult,speaker_m_01.wav,我今天搭公車去附近的診所，路上人有一點多。,tw_md_cdr1_0028.wav,4,2,2,3,0.4,0.25,0.33,0.54,0.52,medium,slow,Dry-run example only. Replace with Qwen output for final dataset.,yes,
tw_md_cdr0_5_0299,0.5,very mild cognitive impairment style speech,Taiwanese Mandarin,Traditional Chinese,描述買東西的過程,今天早上我起來以後，嗯……先去刷牙，還是先去客廳，我想一下。後來我去早餐店買東西，買了蛋餅，還有那個，豆漿。回家的時候我本來要去市場，走到門口才想起來袋子忘了拿。,今天早上我起來以後，嗯……先去刷牙，還是先去客廳，我想一下。後來我去早餐店買東西，買了蛋餅，還有那個，豆漿。回家的時候我本來要去市場，走到門口才想起來袋子忘了拿。,20,69,speaker_m_01,male,adult,speaker_m_01.wav,我今天搭公車去附近的診所，路上人有一點多。,tw_md_cdr0_5_0299.wav,4,1,2,1,0.16,0.11,0.18,0.74,0.83,low,slightly_slow,Dry-run example only. Replace with Qwen output for final dataset.,yes,
tw_md_cdr0_0196,0,normal healthy speech,Taiwanese Mandarin,Traditional Chinese,說明今天的計畫,今天早上我大概七點起床，先刷牙洗臉，然後去早餐店買蛋餅和豆漿。吃完以後我搭公車去菜市場，買了青菜、豆腐和一點水果，回家後就開始準備午餐。,今天早上我大概七點起床，先刷牙洗臉，然後去早餐店買蛋餅和豆漿。吃完以後我搭公車去菜市場，買了青菜、豆腐和一點水果，回家後就開始準備午餐。,16,61,speaker_m_02,male,older_adult,speaker_m_02.wav,今天下午我在家裡看電視，晚一點要去便利商店買牛奶。,tw_md_cdr0_0196.wav,0,0,1,0,0.08,0.09,0.06,0.99,0.91,very_low,normal,Dry-run example only. Replace with Qwen output for final dataset.,yes,
tw_md_cdr1_0155,1,mild dementia style speech,Taiwanese Mandarin,Traditional Chinese,昨天做了什麼事情,昨天我好像有去市場，嗯……應該是早上去的。我本來要買青菜，然後又想說要買豆腐，可是走到那邊我忘記要買什麼。後來我又回去問家人，才想起來是要買晚餐的東西。,昨天我好像有去市場，嗯……應該是早上去的。我本來要買青菜，然後又想說要買豆腐，可是走到那邊我忘記要買什麼。後來我又回去問家人，才想起來是要買晚餐的東西。,19,67,speaker_m_02,male,older_adult,speaker_m_02.wav,今天下午我在家裡看電視，晚一點要去便利商店買牛奶。,tw_md_cdr1_0155.wav,5,2,1,2,0.4,0.38,0.21,0.54,0.63,medium,slow,Dry-run example only. Replace with Qwen output for final dataset.,yes,
tw_md_cdr0_5_0242,0.5,very mild cognitive impairment style speech,Taiwanese Mandarin,Traditional Chinese,搭公車或捷運出門,今天早上我起來以後，嗯……先去刷牙，還是先去客廳，我想一下。後來我去早餐店買東西，買了蛋餅，還有那個，豆漿。回家的時候我本來要去市場，走到門口才想起來袋子忘了拿。,今天早上我起來以後，嗯……先去刷牙，還是先去客廳，我想一下。後來我去早餐店買東西，買了蛋餅，還有那個，豆漿。回家的時候我本來要去市場，走到門口才想起來袋子忘了拿。,20,69,speaker_f_02,female,older_adult,speaker_f_02.wav,吃完早餐以後，我整理了一下客廳，然後準備出門買東西。,tw_md_cdr0_5_0242.wav,2,1,0,1,0.16,0.21,0.11,0.6,0.75,low,slightly_slow,Dry-run example only. Replace with Qwen output for final dataset.,yes,
tw_md_cdr2_0034,2,moderate dementia style speech,Taiwanese Mandarin,Traditional Chinese,昨天做了什麼事情,我早上，嗯……早上有出去，去那個地方，買東西。買菜，還是買飯，我有點忘記。那個袋子，袋子我一直找，後來又在桌上。然後我好像有搭公車，可是又好像沒有，反正就是去那邊。,我早上，嗯……早上有出去，去那個地方，買東西。買菜，還是買飯，我有點忘記。那個袋子，袋子我一直找，後來又在桌上。然後我好像有搭公車，可是又好像沒有，反正就是去那邊。,20,67,speaker_m_02,male,older_adult,speaker_m_02.wav,今天下午我在家裡看電視，晚一點要去便利商店買牛奶。,tw_md_cdr2_0034.wav,11,5,2,5,0.54,0.51,0.52,0.34,0.37,high,very_slow,Dry-run example only. Replace with Qwen output for final dataset.,yes,
